name,street,city,state,zipcode
Townsend Ecumenical Outreach,82 Bayberry Hill Rd.,Townsend,MA,01469
St Vincient de Paul - St Leo's Church,108 Main Street,Leominster,MA,01453
Catholic Charities North County,196 Mechanic St,Leominster,MA,01453
Winthrop Community Food Pantry,222 Bowdoin Street,Winthrop,MA,02152
Project Bread - The Walk For Hunger of Massachusetts,145 Border St,Boston,MA,02128
Crossroads Family Shelter,56 Havre Street East,Boston,MA,02128
ABCD North End Pantry,1 Michelangelo Street,Boston,MA,02113
The Harvest on Vine,49 Vine Street,Charlestown,MA,02129
Combined Jewish Philanthropies,126 High Street,Boston,MA,02110
Friends Of The Boston Public Market Inc,40 Court St,Boston,MA,02108
St Anthony Shrine/Franciscan Food Center,100 Arch Street,Boston,MA,02110
Boston Rescue Mission,39 Kingston St,Boston,MA,02111
The Paulist Center,5 Park Street,Boston,MA,02108
Anchor Baptist Church Pantry,29A Montvale Avenue,Woburn,MA,01801
Woburn Council of Social Concern,2 Merrimac Street,Woburn,MA,01801
Burlington Food Pantry,10 St. Marks Road,Burlington,MA,01803
Wakefield Interfaith Food Pantry,467 Main Street,Wakefield,MA,01880
Unitarian Universalist Church Pantry,147 High Street,Medford,MA,02155
Arlington Food Pantry,74 Pleasant Street,Arlington,MA,02476
Malden YMCA Food Market,99 Dartmouth Street,Malden,MA,02148
Bread of Life Food Pantry,109 Madison St,Malden,MA,02148
Bread of Life Food Distribution,54 Eastern Avenue,Malden,MA,02148
Mystic Community Market,291 Mystic Avenue,Medford,MA,02155
Rachel's Table,633 Salisbury Street,Worcester,MA,01609
The Mustard Seed,93 Piedmont Street,Worcester,MA,01609
St Vincient de Paul - Sacred Heart Church,596 Cambridge Street,Worcester,MA,01610
St Vincient de Paul - St Peter's Church,929 Main Street,Worcester,MA,01610
St Paul's Outreach,19 Chatham Street,Worcester,MA,01609
South Worcester Neighborhood Center. - Lakeside Center,28 Lakeside Ave.,Worcester,MA,01603
South Worcester Neighborhood Center.- Green Island Neighborhood Center,50 Canton Street,Worcester,MA,01610
Salvation Army - Citadel,640 Main Street,Worcester,MA,01608
Quinsigamond Village Neighborhood Center.,16 Greenwood Street,Worcester,MA,01607
Pernet Family Health Service,237 Millbury Street,Worcester,MA,01610
Worcester Community Action Council Inc,484 Main St,Worchester,MA,01608
Arlington Food Shelf,165 Old Mill Road,Arlington,VT,05250
Cambridge Loaves and Fishes Food Pantry,81 E Main Street,Cambridge,NY,12816
Cambridge Seniors Building Food Pantry,5 Park Pl,Cambridge,NY,12816
Cambridge Food Pantry - Cambridge United Presbyterian Church,59 S Park Street,Cambridge,NY,12816
Bible Baptist Church of Bennington,1425 Harwood Hill,Bennington,VT,05201
BROC Community Food Shelf- Bennington,332 Orchard Road,Bennington,VT,05201
Cossayuna Satellite Pantry,21 Bunker Hill Rd,Cossayuna,NY,12823
Comfort Food Community ,2530 Rte 40,Greenwich,NY,12834
Ascutney Union Church,5243 Route 5,Ascutney,VT,05030
Claremont Soup Kitchen & Food Pantry,51-53 Central Street,Claremont,NH,03743
First Congregational Church of Hartland,10 Station Road,Hartland,VT,05048
Black River Good Neighbor Services,37B Main Street,Ludlow,VT,05149
Chester-Andover Family Center,908 VT-103,Chester,VT,05143
"Grafton County Senior Citizens Council, Inc.",P.O. Box 433,Lebanon,NH,03766
Vermont Foodbank,33 Parker Road,Barre,VT,05641
Barre Baptist Fellowship,84 Summer Street,Barre,VT,05641
Christ Church of Montpelier,64 State Street,Montpelier,VT,05602
Community Emergency Relief Volunteers,31 Dog River Drive Northfield,Falls,VT,05663
Bradford Area Interchurch Council,172 North Main Street,Bradford,VT,05033
Bethel Area Food Shelf,129 Church Street,Bethel,VT,05032
BROC Community Food Shelf- Bennington,332 Orchard Road,Bennington,VT,05201
Bible Baptist Church of Bennington,1425 Harwood Hill,Bennington,VT,05201
Arlington Food Shelf,165 Old Mill Road,Arlington,VT,05250
Friendship Center Food Pantry of the Northern Berkshire Interfaith Action Initiative ,43 Eagle St North,Adams,MA,01247
Cambridge Food Pantry - Cambridge United Presbyterian Church,59 S Park Street,Cambridge,NY,12816
Cambridge Seniors Building Food Pantry,5 Park Pl,Cambridge,NY,12816
Cambridge Loaves and Fishes Food Pantry,81 E Main Street,Cambridge,NY,12816
Comfort Food Community ,2530 Rte 40,Greenwich,NY,12834
Cossayuna Satellite Pantry,21 Bunker Hill Rd,Cossayuna,NY,12823
Bethel Area Food Shelf,129 Church Street,Bethel,VT,05032
Rutland Community Cupboard,65 River St,Rutland,VT,05701
BROC Community Food Shelf – Rutland,45 Union Street,Rutland,VT,05701
First Congregational Church of Hartland,10 Station Road,Hartland,VT,05048
Community Emergency Relief Volunteers,31 Dog River Drive Northfield,Falls,VT,05663
Vermont Foodbank,33 Parker Road,Barre,VT,05641
Barre Baptist Fellowship,84 Summer Street,Barre,VT,05641
Ascutney Union Church,5243 Route 5,Ascutney,VT,05030
Bradford Area Interchurch Council,172 North Main Street,Bradford,VT,05033
Vermont Foodbank,33 Parker Road,Barre,VT,05641
Barre Baptist Fellowship,84 Summer Street,Barre,VT,05641
"Grafton County Senior Citizens Council, Inc.",P.O. Box 433,Lebanon,NH,03766
All Saints Church Food Pantry,35 School Street,Littleton,NH,03561
Brandon Area Emergency Food Shelf,74 Park Street,Brandon,VT,05733
BROC Community Food Shelf – Rutland,45 Union Street,Rutland,VT,05701
Rutland Community Cupboard,65 River St,Rutland,VT,05701
Addison Community Action - CVOEO,54 Creek Road Suite A,Middlebury,VT,05753
The Crown Point Health Center Food Pantry,2679 Main St. Crown,Point,NY,12928
Assembly of God Christian Center,1759 Route 7,Vergennes,VT,05491
Agape Christian Fellowship,30 Canal Street,Brattleboro,VT,05301
Community Bible Chapel,107 Atwood Street,Brattleboro,VT,05301
Orange Food Pantry,118 E Main Street,Orange,MA,01364
Chester-Andover Family Center,908 VT-103,Chester,VT,05143
Chittenden Emergency Food Shelf,228 North Winooski Ave,Burlington,VT,05401
Charlotte Food Shelf and Assistance,403 Church Hill Road,Charlotte,VT,05445
Champlain Islands United Methodist,12 Hyde Rd Grand,Isle,VT,05458
Assembly of God Christian Center,1759 Route 7,Vergennes,VT,05491
Cambridge Community Food Shelf,16 Church Street,Jeffersonville,VT,05464
Cvoeo Outreach Office - Grand Isle,5 Lemnah Drive Suite 5 St.,Albans,VT,05478
Charlotte Food Shelf and Assistance,403 Church Hill Road,Charlotte,VT,05445
Assembly of God Christian Center,1759 Route 7,Vergennes,VT,05491
Chittenden Emergency Food Shelf,228 North Winooski Ave,Burlington,VT,05401
Addison Community Action - CVOEO,54 Creek Road Suite A,Middlebury,VT,05753
The Crown Point Health Center Food Pantry,2679 Main St. Crown,Point,NY,12928
Cambridge Community Food Shelf,16 Church Street,Jeffersonville,VT,05464
Chester-Andover Family Center,908 VT-103,Chester,VT,05143
Black River Good Neighbor Services,37B Main Street,Ludlow,VT,05149
Ascutney Union Church,5243 Route 5,Ascutney,VT,05030
Claremont Soup Kitchen & Food Pantry,51-53 Central Street,Claremont,NH,03743
First Congregational Church of Hartland,10 Station Road,Hartland,VT,05048
Rutland Community Cupboard,65 River St,Rutland,VT,05701
BROC Community Food Shelf – Rutland,45 Union Street,Rutland,VT,05701
"Grafton County Senior Citizens Council, Inc.",P.O. Box 433,Lebanon,NH,03766
Champlain Islands United Methodist,12 Hyde Rd Grand,Isle,VT,05458
Cvoeo Outreach Office - Grand Isle,5 Lemnah Drive Suite 5 St.,Albans,VT,05478
Chittenden Emergency Food Shelf,228 North Winooski Ave,Burlington,VT,05401
First Congregational Church of Hartland,10 Station Road,Hartland,VT,05048
"Grafton County Senior Citizens Council, Inc.",P.O. Box 433,Lebanon,NH,03766
Ascutney Union Church,5243 Route 5,Ascutney,VT,05030
Claremont Soup Kitchen & Food Pantry,51-53 Central Street,Claremont,NH,03743
Black River Good Neighbor Services,37B Main Street,Ludlow,VT,05149
Bethel Area Food Shelf,129 Church Street,Bethel,VT,05032
Chester-Andover Family Center,908 VT-103,Chester,VT,05143
Cambridge Community Food Shelf,16 Church Street,Jeffersonville,VT,05464
Cvoeo Outreach Office - Grand Isle,5 Lemnah Drive Suite 5 St.,Albans,VT,05478
Black River Good Neighbor Services,37B Main Street,Ludlow,VT,05149
Chester-Andover Family Center,908 VT-103,Chester,VT,05143
Ascutney Union Church,5243 Route 5,Ascutney,VT,05030
Claremont Soup Kitchen & Food Pantry,51-53 Central Street,Claremont,NH,03743
First Congregational Church of Hartland,10 Station Road,Hartland,VT,05048
Rutland Community Cupboard,65 River St,Rutland,VT,05701
BROC Community Food Shelf – Rutland,45 Union Street,Rutland,VT,05701
Addison Community Action - CVOEO,54 Creek Road Suite A,Middlebury,VT,05753
The Crown Point Health Center Food Pantry,2679 Main St. Crown,Point,NY,12928
Assembly of God Christian Center,1759 Route 7,Vergennes,VT,05491
Brandon Area Emergency Food Shelf,74 Park Street,Brandon,VT,05733
Charlotte Food Shelf and Assistance,403 Church Hill Road,Charlotte,VT,05445
BROC Community Food Shelf – Rutland,45 Union Street,Rutland,VT,05701
Rutland Community Cupboard,65 River St,Rutland,VT,05701
Christ Church of Montpelier,64 State Street,Montpelier,VT,05602
Barre Baptist Fellowship,84 Summer Street,Barre,VT,05641
Vermont Foodbank,33 Parker Road,Barre,VT,05641
Community Emergency Relief Volunteers,31 Dog River Drive Northfield,Falls,VT,05663
Cambridge Community Food Shelf,16 Church Street,Jeffersonville,VT,05464
Community Emergency Relief Volunteers,31 Dog River Drive Northfield,Falls,VT,05663
Christ Church of Montpelier,64 State Street,Montpelier,VT,05602
Barre Baptist Fellowship,84 Summer Street,Barre,VT,05641
Vermont Foodbank,33 Parker Road,Barre,VT,05641
Bethel Area Food Shelf,129 Church Street,Bethel,VT,05032
BROC Community Food Shelf – Rutland,45 Union Street,Rutland,VT,05701
Rutland Community Cupboard,65 River St,Rutland,VT,05701
Brandon Area Emergency Food Shelf,74 Park Street,Brandon,VT,05733
Black River Good Neighbor Services,37B Main Street,Ludlow,VT,05149
Bethel Area Food Shelf,129 Church Street,Bethel,VT,05032
Addison Community Action - CVOEO,54 Creek Road Suite A,Middlebury,VT,05753
Chester-Andover Family Center,908 VT-103,Chester,VT,05143
Cvoeo Outreach Office - Grand Isle,5 Lemnah Drive Suite 5 St.,Albans,VT,05478
Assembly of God Christian Center,1759 Route 7,Vergennes,VT,05491
Addison Community Action - CVOEO,54 Creek Road Suite A,Middlebury,VT,05753
The Crown Point Health Center Food Pantry,2679 Main St. Crown,Point,NY,12928
Charlotte Food Shelf and Assistance,403 Church Hill Road,Charlotte,VT,05445
Brandon Area Emergency Food Shelf,74 Park Street,Brandon,VT,05733
Antrim Baptist Church Food Pantry,85 Main Street,Antrim,NH,03440
Monadnock Area Food Bank,49 Concord St All Saints Parish,Peterborough,NH,03458
Community Church of New Boston,2 Meetinghouse Hill Rd New,Boston,NH,03070
Compassion Food Pantry,48 Stratton Road,Jaffrey,NH,03452
Boscawen Congregational Church,12 High Street,Boscawen,NH,03303
Claremont Soup Kitchen & Food Pantry,51-53 Central Street,Claremont,NH,03743
Barrington Community Food Pantry,105C Ramsdell Lane,Barrington,NH,03825
Community Food Pantry - Somersworth,176 W High Street,Somersworth,NH,03878
Common Table,101 Chapel Street,Portsmouth,NH,03801
Chester Congregational Baptist Church,4 Chester Street,Chester,NH,03036
Arundel Food Pantry,1237 Alfred Road,Arundel,ME,04046
New Hampshire Food Bank,700 East Industrial Park Drive,Manchester,NH,03109
Boscawen Congregational Church,12 High Street,Boscawen,NH,03303
Bristol Community Service Food Pantry,21 North Main Street,Bristol,NH,03222
Calvary Bible Church Food Pantry,6 St. James Street,Meredith,NH,03253
Agape Food Pantry,80 Bean Road Center,Harbor,NH,03226
Belknap/Merrimack County CAP,121 Belmont Road,Laconia,NH,03246
Boscawen Congregational Church,12 High Street,Boscawen,NH,03303
Loudon Food Pantry,30 Chichester,Rd.,Un,D Lou
Bradford Area Interchurch Council,172 North Main Street,Bradford,VT,05033
Agape Food Pantry,80 Bean Road Center,Harbor,NH,03226
Calvary Bible Church Food Pantry,6 St. James Street,Meredith,NH,03253
Belknap/Merrimack County CAP,121 Belmont Road,Laconia,NH,03246
Bristol Community Service Food Pantry,21 North Main Street,Bristol,NH,03222
Agape Ministries,1895 New Hampshire Route 16 West,Ossipee,NH,03890
Boscawen Congregational Church,12 High Street,Boscawen,NH,03303
Chester Congregational Baptist Church,4 Chester Street,Chester,NH,03036
New Hampshire Food Bank,700 East Industrial Park Drive,Manchester,NH,03109
New Hampshire Catholic Charities Inc,215 Myrtle St,Manchester,NH,03104
Cedar Street Salvation Army,121 Cedar Street,Manchester,NH,03101
Blessed Sacrament Food Pantry,14 Elm Street,Manchester,NH,03103
St James United Methodist Church Food Pantry,646 Daniel Webster Highway,Merrimack,NH,03054
Belknap/Merrimack County CAP,15 Glass,Street,Su, 104 
Allenstown and Pembroke Interfaith Food Pantry,147 Main Street,Suncook,NH,03275
Barrington Community Food Pantry,105C Ramsdell Lane,Barrington,NH,03825
Belknap/Merrimack County CAP,2 Industrial Park Drive Building #2,Concord,NH,03301
Claremont Soup Kitchen & Food Pantry,51-53 Central Street,Claremont,NH,03743
Ascutney Union Church,5243 Route 5,Ascutney,VT,05030
First Congregational Church of Hartland,10 Station Road,Hartland,VT,05048
Chester-Andover Family Center,908 VT-103,Chester,VT,05143
Black River Good Neighbor Services,37B Main Street,Ludlow,VT,05149
"Grafton County Senior Citizens Council, Inc.",P.O. Box 433,Lebanon,NH,03766
Antrim Baptist Church Food Pantry,85 Main Street,Antrim,NH,03440
Center Point Pantry,20 North State Street,Concord,NH,03301
Belknap/Merrimack County CAP,2 Industrial Park Drive Building #2,Concord,NH,03301
Loudon Food Pantry,30 Chichester,Rd.,Un,D Lou
Allenstown and Pembroke Interfaith Food Pantry,147 Main Street,Suncook,NH,03275
Belknap/Merrimack County CAP,15 Glass,Street,Su, 104 
Boscawen Congregational Church,12 High Street,Boscawen,NH,03303
New Hampshire Catholic Charities Inc,215 Myrtle St,Manchester,NH,03104
Cedar Street Salvation Army,121 Cedar Street,Manchester,NH,03101
Blessed Sacrament Food Pantry,14 Elm Street,Manchester,NH,03103
New Hampshire Food Bank,700 East Industrial Park Drive,Manchester,NH,03109
Compassion Food Pantry,48 Stratton Road,Jaffrey,NH,03452
Monadnock Area Food Bank,49 Concord St All Saints Parish,Peterborough,NH,03458
Antrim Baptist Church Food Pantry,85 Main Street,Antrim,NH,03440
Winchendon Community Action Council,273 Central Street,Winchendon,MA,01475
Townsend Ecumenical Outreach,82 Bayberry Hill Rd.,Townsend,MA,01469
Townsend Ecumenical Outreach,82 Bayberry Hill Road,Townsend,MA,01474
Orange Food Pantry,118 E Main Street,Orange,MA,01364
United Neighbors of Fitchburg,18 Fairmount Street,Fitchburg,MA,01420
Community Church of New Boston,2 Meetinghouse Hill Rd New,Boston,NH,03070
Highland Baptist Church Food Pantry,19 Cedar St,Fitchburg,MA,01420
Belknap/Merrimack County CAP,121 Belmont Road,Laconia,NH,03246
Calvary Bible Church Food Pantry,6 St. James Street,Meredith,NH,03253
Agape Food Pantry,80 Bean Road Center,Harbor,NH,03226
Bristol Community Service Food Pantry,21 North Main Street,Bristol,NH,03222
Boscawen Congregational Church,12 High Street,Boscawen,NH,03303
Loudon Food Pantry,30 Chichester,Rd.,Un,D Lou
Agape Ministries,1895 New Hampshire Route 16 West,Ossipee,NH,03890
Belknap/Merrimack County CAP,2 Industrial Park Drive Building #2,Concord,NH,03301
Center Point Pantry,20 North State Street,Concord,NH,03301
Christ United Methodist Church,135 Main Street,Lancaster,NH,03584
The Friends and Neighbors Food Pantry,38 King Square,Whitefield,NH,03598
All Saints Church Food Pantry,35 School Street,Littleton,NH,03561
"Grafton County Senior Citizens Council, Inc.",P.O. Box 433,Lebanon,NH,03766
First Congregational Church of Hartland,10 Station Road,Hartland,VT,05048
Ascutney Union Church,5243 Route 5,Ascutney,VT,05030
Claremont Soup Kitchen & Food Pantry,51-53 Central Street,Claremont,NH,03743
Bethel Area Food Shelf,129 Church Street,Bethel,VT,05032
Bradford Area Interchurch Council,172 North Main Street,Bradford,VT,05033
Chester-Andover Family Center,908 VT-103,Chester,VT,05143
All Saints Church Food Pantry,35 School Street,Littleton,NH,03561
The Friends and Neighbors Food Pantry,38 King Square,Whitefield,NH,03598
Christ United Methodist Church,135 Main Street,Lancaster,NH,03584
Bradford Area Interchurch Council,172 North Main Street,Bradford,VT,05033
Loudon Food Pantry,30 Chichester,Rd.,Un,D Lou
Belknap/Merrimack County CAP,2 Industrial Park Drive Building #2,Concord,NH,03301
Center Point Pantry,20 North State Street,Concord,NH,03301
Boscawen Congregational Church,12 High Street,Boscawen,NH,03303
Allenstown and Pembroke Interfaith Food Pantry,147 Main Street,Suncook,NH,03275
Belknap/Merrimack County CAP,15 Glass,Street,Su, 104 
Belknap/Merrimack County CAP,121 Belmont Road,Laconia,NH,03246
New Hampshire Catholic Charities Inc,215 Myrtle St,Manchester,NH,03104
Cedar Street Salvation Army,121 Cedar Street,Manchester,NH,03101
New Hampshire Food Bank,700 East Industrial Park Drive,Manchester,NH,03109
Cedar Street Salvation Army,121 Cedar Street,Manchester,NH,03101
New Hampshire Catholic Charities Inc,215 Myrtle St,Manchester,NH,03104
Blessed Sacrament Food Pantry,14 Elm Street,Manchester,NH,03103
New Hampshire Food Bank,700 East Industrial Park Drive,Manchester,NH,03109
St James United Methodist Church Food Pantry,646 Daniel Webster Highway,Merrimack,NH,03054
Belknap/Merrimack County CAP,15 Glass,Street,Su, 104 
Allenstown and Pembroke Interfaith Food Pantry,147 Main Street,Suncook,NH,03275
Chester Congregational Baptist Church,4 Chester Street,Chester,NH,03036
Community Church of New Boston,2 Meetinghouse Hill Rd New,Boston,NH,03070
Belknap/Merrimack County CAP,2 Industrial Park Drive Building #2,Concord,NH,03301
Calvary Bible Church Food Pantry,6 St. James Street,Meredith,NH,03253
Agape Food Pantry,80 Bean Road Center,Harbor,NH,03226
Belknap/Merrimack County CAP,121 Belmont Road,Laconia,NH,03246
Bristol Community Service Food Pantry,21 North Main Street,Bristol,NH,03222
Agape Ministries,1895 New Hampshire Route 16 West,Ossipee,NH,03890
Boscawen Congregational Church,12 High Street,Boscawen,NH,03303
Loudon Food Pantry,30 Chichester,Rd.,Un,D Lou
St James United Methodist Church Food Pantry,646 Daniel Webster Highway,Merrimack,NH,03054
Blessed Sacrament Food Pantry,14 Elm Street,Manchester,NH,03103
Cedar Street Salvation Army,121 Cedar Street,Manchester,NH,03101
New Hampshire Food Bank,700 East Industrial Park Drive,Manchester,NH,03109
New Hampshire Catholic Charities Inc,215 Myrtle St,Manchester,NH,03104
St Vincient de Paul - St Raphael's Food Pantry,514 High Street West,Medford,MA,02155
Community Church of New Boston,2 Meetinghouse Hill Rd New,Boston,NH,03070
Chester Congregational Baptist Church,4 Chester Street,Chester,NH,03036
"Merrimack Valley Food Bank, Inc.",735 Broadway St,Lowell,MA,01854
Belknap/Merrimack County CAP,15 Glass,Street,Su, 104 
Community Church of New Boston,2 Meetinghouse Hill Rd New,Boston,NH,03070
Blessed Sacrament Food Pantry,14 Elm Street,Manchester,NH,03103
Cedar Street Salvation Army,121 Cedar Street,Manchester,NH,03101
New Hampshire Catholic Charities Inc,215 Myrtle St,Manchester,NH,03104
St James United Methodist Church Food Pantry,646 Daniel Webster Highway,Merrimack,NH,03054
Antrim Baptist Church Food Pantry,85 Main Street,Antrim,NH,03440
New Hampshire Food Bank,700 East Industrial Park Drive,Manchester,NH,03109
Monadnock Area Food Bank,49 Concord St All Saints Parish,Peterborough,NH,03458
Belknap/Merrimack County CAP,15 Glass,Street,Su, 104 
Allenstown and Pembroke Interfaith Food Pantry,147 Main Street,Suncook,NH,03275
Monadnock Area Food Bank,49 Concord St All Saints Parish,Peterborough,NH,03458
Compassion Food Pantry,48 Stratton Road,Jaffrey,NH,03452
Antrim Baptist Church Food Pantry,85 Main Street,Antrim,NH,03440
Community Church of New Boston,2 Meetinghouse Hill Rd New,Boston,NH,03070
Townsend Ecumenical Outreach,82 Bayberry Hill Rd.,Townsend,MA,01469
Townsend Ecumenical Outreach,82 Bayberry Hill Road,Townsend,MA,01474
Winchendon Community Action Council,273 Central Street,Winchendon,MA,01475
United Neighbors of Fitchburg,18 Fairmount Street,Fitchburg,MA,01420
Highland Baptist Church Food Pantry,19 Cedar St,Fitchburg,MA,01420
St Vincient de Paul - St Leo's Church,108 Main Street,Leominster,MA,01453
Common Table,101 Chapel Street,Portsmouth,NH,03801
Community Food Pantry - Somersworth,176 W High Street,Somersworth,NH,03878
Barrington Community Food Pantry,105C Ramsdell Lane,Barrington,NH,03825
Arundel Food Pantry,1237 Alfred Road,Arundel,ME,04046
Community Food Pantry - Somersworth,176 W High Street,Somersworth,NH,03878
Barrington Community Food Pantry,105C Ramsdell Lane,Barrington,NH,03825
Common Table,101 Chapel Street,Portsmouth,NH,03801
Arundel Food Pantry,1237 Alfred Road,Arundel,ME,04046
Chester Congregational Baptist Church,4 Chester Street,Chester,NH,03036
Buxton Food Co-op,262 Haines Meadow Road,Buxton,ME,04093
Buxton Community Cupboard,938 Long Plains Road,Buxton,ME,04093
Allenstown and Pembroke Interfaith Food Pantry,147 Main Street,Suncook,NH,03275
Belknap/Merrimack County CAP,15 Glass,Street,Su, 104 
Belknap/Merrimack County CAP,2 Industrial Park Drive Building #2,Concord,NH,03301
Center Point Pantry,20 North State Street,Concord,NH,03301
Loudon Food Pantry,30 Chichester,Rd.,Un,D Lou
New Hampshire Catholic Charities Inc,215 Myrtle St,Manchester,NH,03104
Cedar Street Salvation Army,121 Cedar Street,Manchester,NH,03101
New Hampshire Food Bank,700 East Industrial Park Drive,Manchester,NH,03109
Blessed Sacrament Food Pantry,14 Elm Street,Manchester,NH,03103
Boscawen Congregational Church,12 High Street,Boscawen,NH,03303
Agape Ministries,1895 New Hampshire Route 16 West,Ossipee,NH,03890
Agape Food Pantry,80 Bean Road Center,Harbor,NH,03226
Brownfield Food Pantry,701 Pequaket Trail,Brownfield,ME,04010
Calvary Bible Church Food Pantry,6 St. James Street,Meredith,NH,03253
Belknap/Merrimack County CAP,121 Belmont Road,Laconia,NH,03246
The Friends and Neighbors Food Pantry,38 King Square,Whitefield,NH,03598
Christ United Methodist Church,135 Main Street,Lancaster,NH,03584
All Saints Church Food Pantry,35 School Street,Littleton,NH,03561
Andover Food Pantry,39 Elm Street,Andover,ME,04216
Apostolic Church of Rumford Food Pantry,135 South Rumford Road,Rumford,ME,04276
Arundel Food Pantry,1237 Alfred Road,Arundel,ME,04046
Ashland Food Pantry,31-A Station Street,Ashland,ME,04732
Good Shepherd Food Bank,3121 Hotel,Road,PO,x 180
Buckfield Food Pantry,56 Turner St,Buckfield,ME,04220
Augusta Food Bank,9 Summer St,Augusta,ME,04330
Belgrade-Rome Special Needs Food Pantry,508 Smithfield Rd,Belgrade,ME,04917
Bar Harbor Food Pantry,36 Mt. Desert Street Bar,Harbor,ME,04609
Maine Sea Coast Missionary Society,127 West St Bar,Harbor,ME,04609
Bath Area Food Bank and Soup Kitchen,807 Middle Street,Bath,ME,04530
Bath Area Food Bank,150 Congress Avenue,Bath,ME,04530
Boothbay Region Food Pantry,1 Eastern Avenue,Boothbay,ME,04537
Congregational Church of Boothbay Harbor,125 Townsend Avenue Boothbay,Harbor,ME,04538
Belgrade-Rome Special Needs Food Pantry,508 Smithfield Rd,Belgrade,ME,04917
Augusta Food Bank,9 Summer St,Augusta,ME,04330
Sandy River Charitable Foundation,349 Voter Hill Rd,Farmington,ME,04938
Canaan Community Food Bank,272 Main Street,Canaan,ME,04924
Bethel Church of the Nazarene,16 Church St.,Bethel,ME,04217
Apostolic Church of Rumford Food Pantry,135 South Rumford Road,Rumford,ME,04276
Andover Food Pantry,39 Elm Street,Andover,ME,04216
Bridgton Food Pantry,214 Main Street,Bridgton,ME,04009
Boothbay Region Food Pantry,1 Eastern Avenue,Boothbay,ME,04537
Congregational Church of Boothbay Harbor,125 Townsend Avenue Boothbay,Harbor,ME,04538
Bath Area Food Bank and Soup Kitchen,807 Middle Street,Bath,ME,04530
Bath Area Food Bank,150 Congress Avenue,Bath,ME,04530
Congregational Church of Boothbay Harbor,125 Townsend Avenue Boothbay,Harbor,ME,04538
Boothbay Region Food Pantry,1 Eastern Avenue,Boothbay,ME,04537
Bath Area Food Bank and Soup Kitchen,807 Middle Street,Bath,ME,04530
Bath Area Food Bank,150 Congress Avenue,Bath,ME,04530
Bridgton Food Pantry,214 Main Street,Bridgton,ME,04009
Brownfield Food Pantry,701 Pequaket Trail,Brownfield,ME,04010
Buckfield Food Pantry,56 Turner St,Buckfield,ME,04220
Bethel Church of the Nazarene,16 Church St.,Bethel,ME,04217
Buxton Community Cupboard,938 Long Plains Road,Buxton,ME,04093
Buxton Food Co-op,262 Haines Meadow Road,Buxton,ME,04093
Brownfield Food Pantry,701 Pequaket Trail,Brownfield,ME,04010
Bridgton Food Pantry,214 Main Street,Bridgton,ME,04009
Agape Ministries,1895 New Hampshire Route 16 West,Ossipee,NH,03890
Buxton Community Cupboard,938 Long Plains Road,Buxton,ME,04093
Buxton Food Co-op,262 Haines Meadow Road,Buxton,ME,04093
Buckfield Food Pantry,56 Turner St,Buckfield,ME,04220
Good Shepherd Food Bank,3121 Hotel,Road,PO,x 180
Apostolic Church of Rumford Food Pantry,135 South Rumford Road,Rumford,ME,04276
Bridgton Food Pantry,214 Main Street,Bridgton,ME,04009
Sandy River Charitable Foundation,349 Voter Hill Rd,Farmington,ME,04938
Andover Food Pantry,39 Elm Street,Andover,ME,04216
Buxton Community Cupboard,938 Long Plains Road,Buxton,ME,04093
Buxton Food Co-op,262 Haines Meadow Road,Buxton,ME,04093
Project FEED,202 Woodford Street,Portland,ME,04103
Preble Street Resource Center Soup Kitchen and Food Pantry,252 Oxford Street,Portland,ME,04141
Preble Street Teen Center Soup Kitchen,343 Cumberland Avenue,Portland,ME,04101
First Congregational Church,301 Cottage Road South,Portland,ME,04106
Arundel Food Pantry,1237 Alfred Road,Arundel,ME,04046
Brownfield Food Pantry,701 Pequaket Trail,Brownfield,ME,04010
Bridgton Food Pantry,214 Main Street,Bridgton,ME,04009
Good Shepherd Food Bank,3121 Hotel,Road,PO,x 180
Camden Area Christian Food Pantry,128 Mount Battie Street,Camden,ME,04843
Area Interfaith Outreach,1 Gordon Drive,Rockland,ME,04841
Canaan Community Food Bank,272 Main Street,Canaan,ME,04924
Belgrade-Rome Special Needs Food Pantry,508 Smithfield Rd,Belgrade,ME,04917
Bread of Life Soup Kitchen,62 Collins Street,Caribou,ME,04736
Aroostook Band of Mic Macs Food Pantry,9 Northern Road Presque,Isle,ME,04769
Ashland Food Pantry,31-A Station Street,Ashland,ME,04732
Sandy River Charitable Foundation,349 Voter Hill Rd,Farmington,ME,04938
Belgrade-Rome Special Needs Food Pantry,508 Smithfield Rd,Belgrade,ME,04917
Augusta Food Bank,9 Summer St,Augusta,ME,04330
Buckfield Food Pantry,56 Turner St,Buckfield,ME,04220
ACAP Food Pantry,40 Alfalfa Avenue Suite 102 Fort,Kent,ME,04743
Ashland Food Pantry,31-A Station Street,Ashland,ME,04732
Preble Street Resource Center Soup Kitchen and Food Pantry,252 Oxford Street,Portland,ME,04141
Preble Street Teen Center Soup Kitchen,343 Cumberland Avenue,Portland,ME,04101
Project FEED,202 Woodford Street,Portland,ME,04103
First Congregational Church,301 Cottage Road South,Portland,ME,04106
Buxton Community Cupboard,938 Long Plains Road,Buxton,ME,04093
Buxton Food Co-op,262 Haines Meadow Road,Buxton,ME,04093
Good Shepherd Food Bank,3121 Hotel,Road,PO,x 180
Aroostook Band of Mic Macs Food Pantry,9 Northern Road Presque,Isle,ME,04769
